mapping_id,job_profile_id,canonical_name,delivery_domain_id,participating_function_codes_candidate,market_tool_category,vendor,tool_product,specialist_capabilities,primary_structured_records,lifecycle_stages,source_url,verification_status,verified_date,nublox_native_requirement
CBE-JTM-0111,CBE-JP-015,Cartographer,D05,F05;F17;F19;F22;F26;F27,GIS / planning / modelling / case management,QGIS Project,QGIS,Spatial data management; map production; revisions; exports,Maps; datasets; layers; metadata,Survey; Planning; Design,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Spatial data management; map production; revisions; exports; create/control Maps; datasets; layers; metadata as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0112,CBE-JP-015,Cartographer,D05,F05;F17;F19;F22;F26;F27,GIS / planning / modelling / case management,Precisely,Precisely MapInfo Pro,Spatial data management; map production; revisions; exports,Maps; datasets; layers; metadata,Survey; Planning; Design,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Spatial data management; map production; revisions; exports; create/control Maps; datasets; layers; metadata as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0113,CBE-JP-015,Cartographer,D05,F05;F17;F19;F22;F26;F27,GIS / planning / modelling / case management,Safe Software,Safe Software FME,Spatial data management; map production; revisions; exports,Maps; datasets; layers; metadata,Survey; Planning; Design,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Spatial data management; map production; revisions; exports; create/control Maps; datasets; layers; metadata as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0114,CBE-JP-015,Cartographer,D05,F05;F17;F19;F22;F26;F27,GIS / planning / modelling / case management,,Adobe Illustrator,Spatial data management; map production; revisions; exports,Maps; datasets; layers; metadata,Survey; Planning; Design,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Spatial data management; map production; revisions; exports; create/control Maps; datasets; layers; metadata as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0115,CBE-JP-016,Cavity insulation installer,D09,F05;F12;F13;F22;F23;F26;F27,Energy assessment / retrofit / field execution,Joblogic,Joblogic,Survey; suitability checks; installation; materials; photos; completion evidence,Survey records; installation records; certificates; photos,Retrofit; Completion,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; suitability checks; installation; materials; photos; completion evidence; create/control Survey records; installation records; certificates; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0116,CBE-JP-016,Cavity insulation installer,D09,F05;F12;F13;F22;F23;F26;F27,Energy assessment / retrofit / field execution,simPRO,simPRO,Survey; suitability checks; installation; materials; photos; completion evidence,Survey records; installation records; certificates; photos,Retrofit; Completion,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; suitability checks; installation; materials; photos; completion evidence; create/control Survey records; installation records; certificates; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0117,CBE-JP-016,Cavity insulation installer,D09,F05;F12;F13;F22;F23;F26;F27,Energy assessment / retrofit / field execution,BigChange,BigChange,Survey; suitability checks; installation; materials; photos; completion evidence,Survey records; installation records; certificates; photos,Retrofit; Completion,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; suitability checks; installation; materials; photos; completion evidence; create/control Survey records; installation records; certificates; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0118,CBE-JP-016,Cavity insulation installer,D09,F05;F12;F13;F22;F23;F26;F27,Energy assessment / retrofit / field execution,Tradify,Tradify,Survey; suitability checks; installation; materials; photos; completion evidence,Survey records; installation records; certificates; photos,Retrofit; Completion,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; suitability checks; installation; materials; photos; completion evidence; create/control Survey records; installation records; certificates; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0119,CBE-JP-016,Cavity insulation installer,D09,F05;F12;F13;F22;F23;F26;F27,Energy assessment / retrofit / field execution,SafetyCulture,SafetyCulture,Survey; suitability checks; installation; materials; photos; completion evidence,Survey records; installation records; certificates; photos,Retrofit; Completion,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; suitability checks; installation; materials; photos; completion evidence; create/control Survey records; installation records; certificates; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0120,CBE-JP-016,Cavity insulation installer,D09,F05;F12;F13;F22;F23;F26;F27,Energy assessment / retrofit / field execution,PlanRadar,PlanRadar,Survey; suitability checks; installation; materials; photos; completion evidence,Survey records; installation records; certificates; photos,Retrofit; Completion,,DISCOVERY_SEED_REQUIRES_MODULE_VERIFICATION,2026-09-21,"Provide native job workspace for Survey; suitability checks; installation; materials; photos; completion evidence; create/control Survey records; installation records; certificates; photos as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0121,CBE-JP-017,Ceiling fixer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Procore,Procore,Take-off; layout; installation; materials; progress; snagging,Work orders; material usage; photos; defects,Fit-out,https://www.procore.com/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Take-off; layout; installation; materials; progress; snagging; create/control Work orders; material usage; photos; defects as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
CBE-JTM-0122,CBE-JP-017,Ceiling fixer,D07,F09;F10;F12;F13;F23;F26;F27,Trade field execution / estimating / evidence,Autodesk,Autodesk Build,Take-off; layout; installation; materials; progress; snagging,Work orders; material usage; photos; defects,Fit-out,https://construction.autodesk.com/products/autodesk-build/,WEB_ANCHOR_VERIFIED,2026-09-21,"Provide native job workspace for Take-off; layout; installation; materials; progress; snagging; create/control Work orders; material usage; photos; defects as structured governed records; support assignment, revision/status, review/approval, evidence, audit and cross-functional handoff; provide specialist calculations/authoring or governed format interoperability where professional tooling requires it."
