employment_job_id,job_title,catalogue_source,source_job_profile_ids,source_reconciliation_states,source_titles,wave_archetype_ids,external_career_indexes,domain,function_ids,job_level,work_product_state,activity_mapping_state,canonical_mapping_state,job_workbench_state,acceptance_state,notes,explicit_work_product_count
EJOB-F23-FUNCTION-LEAD,Head of HSE & Sustainability,source-reconciled,JP-F23-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of HSE & Sustainability,,,,F23,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,7
EJOB-F15-FUNCTION-LEAD,Head of Human Resources,source-reconciled,JP-F15-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Human Resources,,,,F15,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,7
EJOB-F16-FUNCTION-LEAD,Head of Information Technology,source-reconciled,JP-F16-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Information Technology,,,,F16,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,7
EJOB-F26-FUNCTION-LEAD,"Head of Knowledge, Document & Records Management",source-reconciled,JP-F26-FUNCTION-LEAD,reconciled-retain-employment-profile-head,"Head of Knowledge, Document & Records Management",,,,F26,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,6
EJOB-F19-FUNCTION-LEAD,Head of Legal & Corporate Secretariat,source-reconciled,JP-F19-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Legal & Corporate Secretariat,,,,F19,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,7
EJOB-F11-FUNCTION-LEAD,Head of Manufacturing / Production Operations,source-reconciled,JP-F11-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Manufacturing / Production Operations,,,,F11,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,7
EJOB-F06-FUNCTION-LEAD,Head of Marketing & Brand,source-reconciled,JP-F06-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Marketing & Brand,,,,F06,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,7
EJOB-F27-FUNCTION-LEAD,"Head of Portfolio, Programme & Project Management",source-reconciled,JP-F27-FUNCTION-LEAD,reconciled-retain-employment-profile-head,"Head of Portfolio, Programme & Project Management",,,,F27,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 10 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,6
EJOB-F21-FUNCTION-LEAD,Head of Privacy & Information Governance,source-reconciled,JP-F21-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Privacy & Information Governance,,,,F21,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,7
EJOB-F09-FUNCTION-LEAD,Head of Procurement & Supplier Management,source-reconciled,JP-F09-FUNCTION-LEAD,reconciled-retain-and-compose,Head of Procurement & Supplier Management,,,,F09,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,7
EJOB-F05-FUNCTION-LEAD,"Head of Product, Service & Innovation",source-reconciled,JP-F05-FUNCTION-LEAD,reconciled-retain-employment-profile-head,"Head of Product, Service & Innovation",,,,F05,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,7
EJOB-F22-FUNCTION-LEAD,"Head of Property, Facilities & Physical Assets",source-reconciled,JP-F22-FUNCTION-LEAD,reconciled-retain-employment-profile-head,"Head of Property, Facilities & Physical Assets",,,,F22,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,7
EJOB-F13-FUNCTION-LEAD,Head of Quality,source-reconciled,JP-F13-FUNCTION-LEAD,reconciled-retain-and-compose,Head of Quality,,,,F13,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,7
EJOB-F20-FUNCTION-LEAD,"Head of Risk, Compliance & Assurance",source-reconciled,JP-F20-FUNCTION-LEAD,reconciled-retain-employment-profile-head,"Head of Risk, Compliance & Assurance",,,,F20,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,7
EJOB-F07-FUNCTION-LEAD,Head of Sales & Commercial,source-reconciled,JP-F07-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Sales & Commercial,,,,F07,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,7
EJOB-F12-FUNCTION-LEAD,Head of Service Delivery & Field Operations,source-reconciled,JP-F12-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Service Delivery & Field Operations,,,,F12,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 7 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,7
EJOB-F01-FUNCTION-LEAD,Head of Strategy & Enterprise Planning,source-reconciled,JP-F01-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Strategy & Enterprise Planning,,,,F01,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 5 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,7
EJOB-F10-FUNCTION-LEAD,Head of Supply Chain & Logistics,source-reconciled,JP-F10-FUNCTION-LEAD,reconciled-retain-employment-profile-head,Head of Supply Chain & Logistics,,,,F10,head,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,7
EJOB-F23.01-PROFESSIONAL,Health & Safety Manager,source-reconciled+wave,JP-F23.01-PROFESSIONAL,reconciled-retain-and-compose,Health & Safety Manager,JOB-HS,,"Health, Safety & Risk",F23,professional,candidate-work-product-treatment-defined,not-complete,not-complete,not-designed,not-tested,Wave Work Products exist; source reconciliation retained.,candidate-count-in-wave-register
EJOB-F23.02-PROFESSIONAL,Health & Safety Risk Specialist,source-reconciled,JP-F23.02-PROFESSIONAL,reconciled-retain-and-compose,Health & Safety Risk Specialist,,,,F23,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-HP,Heat Pump Engineer,wave-archetype,,,,JOB-HP,45,Building Services Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-HVAC,Heating and Ventilation Engineer,wave-archetype,,,,JOB-HVAC,46,Building Services Trades,,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-HER,Heritage Officer,wave-archetype,,,,JOB-HER,47,"Heritage, Conservation & Landscape",,professional-or-trade,candidate-work-product-treatment-defined,candidate-subfunction-map-only,candidate-only,not-designed,not-tested,Wave job has no direct source Job Profile counterpart.,candidate-count-in-wave-register
EJOB-F15.08-PROFESSIONAL,HR Operations Specialist,source-reconciled,JP-F15.08-PROFESSIONAL,reconciled-retain-employment-profile,HR Operations Specialist,,,,F15,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F18.04-PROFESSIONAL,IAM Security Engineer,source-reconciled,JP-F18.04-PROFESSIONAL,reconciled-retain-employment-profile,IAM Security Engineer,,,,F18,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
EJOB-F16.11-PROFESSIONAL,Identity Administrator,source-reconciled,JP-F16.11-PROFESSIONAL,reconciled-retain-employment-profile,Identity Administrator,,,,F16,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,5
EJOB-F10.10-PROFESSIONAL,Import / Export Specialist,source-reconciled,JP-F10.10-PROFESSIONAL,reconciled-retain-employment-profile,Import / Export Specialist,,,,F10,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 6 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/authority/Job Workbench acceptance still require validation.,4
EJOB-F21.08-PROFESSIONAL,Information Retention Specialist,source-reconciled,JP-F21.08-PROFESSIONAL,reconciled-retain-employment-profile,Information Retention Specialist,,,,F21,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 9 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-case/authority/Job Workbench acceptance still require validation.,3
EJOB-F18.02-PROFESSIONAL,Information Security Policy Specialist,source-reconciled,JP-F18.02-PROFESSIONAL,reconciled-retain-employment-profile,Information Security Policy Specialist,,,,F18,professional,candidate-explicit-work-products-defined,exact-activity-map-defined,candidate-object-map-defined,not-designed,not-tested,Wave 8 explicit Work Products defined with exact source-activity trace; canonical ownership/lifecycle/restricted-data/authority/Job Workbench acceptance still require validation.,4
