job_profile_id,source_status,title,job_family_id,level,purpose,function_ids,subfunction_ids,primary_functional_role_ids,secondary_functional_role_ids,source_activity_count,candidate_expected_outputs,work_product_decomposition_state,authoring_mode_state,canonical_mapping_state,job_workbench_state,role_acceptance_state,source_repository,source_profile_path,source_profile_sha,source_role_path,source_role_sha
JP-F10.11-PROFESSIONAL,candidate,Reverse Logistics Specialist,JF-F10,professional,"Perform and continuously improve reverse logistics work within Demand, Supply Chain & Logistics, producing controlled, timely and decision-useful outcomes.",F10,F10.11,FR-F10.11,,6,"Reverse Logistics plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F10.12-PROFESSIONAL,candidate,Supply Chain Analyst,JF-F10,professional,"Perform and continuously improve supply chain analytics work within Demand, Supply Chain & Logistics, producing controlled, timely and decision-useful outcomes.",F10,F10.12,FR-F10.12,,5,"Supply Chain Analytics plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F10.13-PROFESSIONAL,candidate,Supply Chain Risk Specialist,JF-F10,professional,"Perform and continuously improve supply chain risk work within Demand, Supply Chain & Logistics, producing controlled, timely and decision-useful outcomes.",F10,F10.13,FR-F10.13,,4,"Supply Chain Risk plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F11-FUNCTION-LEAD,candidate,Head of Manufacturing / Production Operations,JF-F11,head,"Provide accountable leadership for Manufacturing / Production Operations, establishing direction, governance, resources, controls and performance expectations across the function.",F11,F11.01|F11.02|F11.03|F11.04|F11.05|F11.06|F11.07|F11.08|F11.09|F11.10|F11.11,FR-F11.01|FR-F11.02|FR-F11.03|FR-F11.04|FR-F11.05|FR-F11.06|FR-F11.07|FR-F11.08|FR-F11.09|FR-F11.10|FR-F11.11,,45,"Manufacturing / Production Operations strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F11.01-PROFESSIONAL,candidate,Production Planner,JF-F11,professional,"Perform and continuously improve production planning work within Manufacturing / Production Operations, producing controlled, timely and decision-useful outcomes.",F11,F11.01,FR-F11.01,,4,"Production Planning plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F11.02-PROFESSIONAL,candidate,Production Scheduler,JF-F11,professional,"Perform and continuously improve production scheduling work within Manufacturing / Production Operations, producing controlled, timely and decision-useful outcomes.",F11,F11.02,FR-F11.02,,4,"Production Scheduling plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F11.03-PROFESSIONAL,candidate,Material Staging Specialist,JF-F11,professional,"Perform and continuously improve material staging work within Manufacturing / Production Operations, producing controlled, timely and decision-useful outcomes.",F11,F11.03,FR-F11.03,,4,"Material Staging plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F11.04-PROFESSIONAL,candidate,Production Supervisor,JF-F11,professional,"Perform and continuously improve production execution work within Manufacturing / Production Operations, producing controlled, timely and decision-useful outcomes.",F11,F11.04,FR-F11.04,,4,"Production Execution plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F11.05-PROFESSIONAL,candidate,Process Control Specialist,JF-F11,professional,"Perform and continuously improve process control work within Manufacturing / Production Operations, producing controlled, timely and decision-useful outcomes.",F11,F11.05,FR-F11.05,,3,"Process Control plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F11.06-PROFESSIONAL,candidate,WIP Controller,JF-F11,professional,"Perform and continuously improve work-in-progress work within Manufacturing / Production Operations, producing controlled, timely and decision-useful outcomes.",F11,F11.06,FR-F11.06,,4,"Work-in-progress plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F11.07-PROFESSIONAL,candidate,Packaging Supervisor,JF-F11,professional,"Perform and continuously improve packaging work within Manufacturing / Production Operations, producing controlled, timely and decision-useful outcomes.",F11,F11.07,FR-F11.07,,5,"Packaging plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F11.08-PROFESSIONAL,candidate,Production Reporting Specialist,JF-F11,professional,"Perform and continuously improve production reporting work within Manufacturing / Production Operations, producing controlled, timely and decision-useful outcomes.",F11,F11.08,FR-F11.08,,6,"Production Reporting plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F11.09-PROFESSIONAL,candidate,Capacity Manager,JF-F11,professional,"Perform and continuously improve capacity management work within Manufacturing / Production Operations, producing controlled, timely and decision-useful outcomes.",F11,F11.09,FR-F11.09,,4,"Capacity Management plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F11.10-PROFESSIONAL,candidate,Maintenance Coordination Specialist,JF-F11,professional,"Perform and continuously improve maintenance coordination work within Manufacturing / Production Operations, producing controlled, timely and decision-useful outcomes.",F11,F11.10,FR-F11.10,,3,"Maintenance Coordination plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F11.11-PROFESSIONAL,candidate,Lean Improvement Specialist,JF-F11,professional,"Perform and continuously improve lean operations work within Manufacturing / Production Operations, producing controlled, timely and decision-useful outcomes.",F11,F11.11,FR-F11.11,,4,"Lean Operations plans, decisions and controlled records | Accurate evidence of completed work and approvals | Performance, exception and corrective-action information",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
JP-F12-FUNCTION-LEAD,candidate,Head of Service Delivery & Field Operations,JF-F12,head,"Provide accountable leadership for Service Delivery & Field Operations, establishing direction, governance, resources, controls and performance expectations across the function.",F12,F12.01|F12.02|F12.03|F12.04|F12.05|F12.06|F12.07|F12.08|F12.09|F12.10,FR-F12.01|FR-F12.02|FR-F12.03|FR-F12.04|FR-F12.05|FR-F12.06|FR-F12.07|FR-F12.08|FR-F12.09|FR-F12.10,,39,"Service Delivery & Field Operations strategy and operating plan | Function policies, standards and governance decisions | Resource and investment priorities | Performance, risk and assurance reporting | Improvement and capability roadmap",required,unclassified,unmapped,not-designed,not-tested,8140spitt/NuBlox-Digital-Applications,docs/architecture/job-architecture/generated/job-profiles.generated.json,1818ff2048cb3969ff588e733fd634963e0b6587,docs/architecture/job-architecture/generated/functional-roles.generated.json,26fb7ed859f9b14dc4c1778b174aa476ab53b7e8
